# %ECSV 0.9
# ---
# datatype:
# - name: Filename
#   datatype: string
# - name: EL
#   datatype: float64
# - name: PA
#   datatype: float64
# - name: RotAng
#   datatype: float64
# - name: GuiderCoord
#   datatype: string
# - name: ImageCoord
#   datatype: string
# - name: OffsetDistance
#   datatype: float64
# - name: OffsetAngle
#   datatype: float64
# schema: astropy-2.0
Filename EL PA RotAng GuiderCoord ImageCoord OffsetDistance OffsetAngle
m190516_0022.fits 74.63755799 -89.7800763 -259.71117672 "16:21:19.81 +35:01:19.21" "16:21:52.65 +35:01:14.74" 403.4166553909909 0.4532902309307474
m190516_0023.fits 74.49288493 -134.77995302 -303.30572495 "16:21:19.81 +35:01:19.21" "16:21:43.31 +35:06:01.68" 403.72257017592113 0.40844287557314374
m190516_0024.fits 74.37602709 -179.78013114 -346.77867398 "16:21:19.81 +35:01:19.21" "16:21:20.16 +35:08:02.34" 403.15359751302043 0.38450627787767644
m190516_0027.fits 65.20651824 -179.77982096 -358.83761105 "16:37:38.85 +44:33:04.59" "16:37:39.25 +44:39:47.59" 403.0282987473392 0.3850146479836667
m190516_0028.fits 65.23545475 -134.78001819 -313.14284882 "16:37:38.85 +44:33:04.59" "16:38:05.85 +44:37:47.04" 403.70661561945235 0.4203267820857377
m190516_0029.fits 65.30549669 -89.77998215 -267.34975323 "16:37:38.85 +44:33:04.59" "16:38:16.60 +44:32:59.87" 403.4873045787354 0.5050357841575988
m190516_0030.fits 65.36727793 -44.78016516 -221.43759045 "16:37:38.85 +44:33:04.59" "16:38:05.24 +44:28:16.11" 403.5778237661274 0.44455493218396214
m190516_0031.fits 65.37294408 0.21994057 -175.40914997 "16:37:38.85 +44:33:04.59" "16:37:38.48 +44:26:20.96" 403.6462414602252 0.351103017511889
m190516_0032.fits 65.30728354 45.22001014 -129.40462765 "16:37:38.85 +44:33:04.59" "16:37:11.96 +44:28:21.80" 403.3999989637645 0.2331906152057286
m190516_0033.fits 65.19634921 90.21988851 -83.53916821 "16:37:38.85 +44:33:04.59" "16:37:01.19 +44:33:08.16" 402.5571186706311 0.23398468072329592
m190516_0034.fits 65.09022266 135.21986454 -37.79975399 "16:37:38.85 +44:33:04.59" "16:37:12.41 +44:37:52.46" 403.2648422178141 0.2910329497657358
m190516_0035.fits 65.03408778 180.21997629 7.85647026 "16:37:38.85 +44:33:04.59" "16:37:39.25 +44:39:47.69" 403.1267631905508 0.3812853875401174
m190516_0037.fits 54.95138755 180.22013622 2.07777324 "16:49:39.35 +54:48:07.68" "16:49:39.79 +54:54:50.59" 402.9333818139367 0.32489490841291513
m190516_0038.fits 54.96258362 135.21995242 -41.87391934 "16:49:39.35 +54:48:07.68" "16:49:06.68 +54:52:55.28" 402.94201365608046 0.2656724909679724
m190516_0039.fits 55.02486461 90.21994696 -86.2158812 "16:49:39.35 +54:48:07.68" "16:48:52.71 +54:48:10.40" 403.2191874135653 0.08810715350489318
m190516_0040.fits 55.0904152 45.21991909 -130.65279183 "16:49:39.35 +54:48:07.68" "16:49:06.07 +54:43:25.22" 403.43119693566774 0.2857500467072782
m190516_0041.fits 55.11295626 0.21994515 -175.1464766 "16:49:39.35 +54:48:07.68" "16:49:38.87 +54:41:24.32" 403.38071780866875 0.3710572570240913
m190516_0042.fits 55.06962053 -44.78005219 -219.65779957 "16:49:39.35 +54:48:07.68" "16:50:11.94 +54:43:19.10" 403.50628835709244 0.49251802778417186
m190516_0043.fits 54.97386948 -89.78008634 -264.10197148 "16:49:39.35 +54:48:07.68" "16:50:25.96 +54:48:02.51" 403.0444178434461 0.5937845498709748
m190516_0044.fits 54.86773504 -134.78008692 -308.45692238 "16:49:39.35 +54:48:07.68" "16:50:12.68 +54:52:49.64" 402.99229919752855 0.4362334236279821
m190516_0045.fits 54.79753131 -179.78008377 -352.73041424 "16:49:39.35 +54:48:07.68" "16:49:39.80 +54:54:50.54" 402.8806766281689 0.3344714377674336
m190516_0047.fits 45.18339218 -179.77981595 -358.00669274 "17:04:43.95 +64:34:37.47" "17:04:44.61 +64:41:20.82" 403.36623696722353 0.3812613055079055
m190516_0048.fits 45.21424563 -134.78002935 -312.58266053 "17:04:43.95 +64:34:37.47" "17:05:28.80 +64:39:19.35" 403.25054401712976 0.5175389483091521
m190516_0049.fits 45.28765837 -89.78000231 -267.10607418 "17:04:43.95 +64:34:37.47" "17:05:46.61 +64:34:31.86" 403.56545172949166 0.6949370696409005
m190516_0050.fits 45.35439106 -44.78001806 -221.53955159 "17:04:43.95 +64:34:37.47" "17:05:27.59 +64:29:48.64" 403.25287346291327 0.6076575031070206
m190516_0051.fits 45.36788722 0.21994319 -175.89849076 "17:04:43.95 +64:34:37.47" "17:04:43.23 +64:27:54.19" 403.3141510688689 0.43466705823041707
m190516_0052.fits 45.31365272 45.2199904 -130.29514965 "17:04:43.95 +64:34:37.47" "17:03:59.31 +64:29:54.72" 403.4889395412853 0.20752098381731798
m190516_0053.fits 45.21559668 90.21985647 -84.74730954 "17:04:43.95 +64:34:37.47" "17:03:41.32 +64:34:40.45" 403.2785912059449 0.08464386757094644
m190516_0054.fits 45.12219283 135.21997845 -39.21853814 "17:04:43.95 +64:34:37.47" "17:03:59.99 +64:39:24.88" 403.1346786255273 0.1712609496994162
m190516_0055.fits 45.08137265 180.21991697 6.22134414 "17:04:43.95 +64:34:37.47" "17:04:44.61 +64:41:20.72" 403.2638536336343 0.38654397932580764
m190516_0057.fits 34.81530566 180.22000724 2.94886604 "17:16:23.02 +74:56:48.53" "17:16:24.11 +75:03:31.23" 402.7262520190561 0.3876309572712273
m190516_0058.fits 34.80925351 180.22001282 3.3845512 "17:16:23.02 +74:56:48.53" "17:16:24.09 +75:03:31.23" 402.7288330527459 0.3728164689590301
m190516_0059.fits 34.80816355 180.22004526 3.46104351 "17:16:23.02 +74:56:48.53" "17:16:24.14 +75:03:31.49" 402.99006106074376 0.399172022565466
m190516_0060.fits 34.80455927 160.2199591 -16.08174023 "17:16:23.02 +74:56:48.53" "17:15:48.55 +75:03:08.38" 402.7311202335838 0.30631344753203393
m190516_0061.fits 34.81470406 140.22001462 -35.73198971 "17:16:23.02 +74:56:48.53" "17:15:17.01 +75:01:59.41" 403.0010504543069 0.12854377804634964
m190516_0062.fits 34.83380819 120.21986733 -55.31604943 "17:16:23.02 +74:56:48.53" "17:14:53.63 +75:00:12.66" 403.10967115592763 0.02498131904351908
m190516_0063.fits 34.86054396 100.2199055 -74.94012341 "17:16:23.02 +74:56:48.53" "17:14:41.12 +74:58:01.07" 403.2816217768276 -0.061522193849100404
m190516_0064.fits 34.89098791 80.2200354 -94.59503922 "17:16:23.02 +74:56:48.53" "17:14:41.05 +74:55:40.95" 403.20218984358434 -0.0733977914583761
m190516_0065.fits 34.9203919 60.2199243 -114.26918682 "17:16:23.02 +74:56:48.53" "17:14:53.19 +74:53:29.16" 403.29200012509943 -0.02707460788684557
m190516_0066.fits 34.94437812 40.22007689 -133.95303044 "17:16:23.02 +74:56:48.53" "17:15:16.03 +74:51:41.18" 403.66739994520475 0.05851383112747044
m190516_0067.fits 34.9587323 20.22006095 -153.63182148 "17:16:23.02 +74:56:48.53" "17:15:46.84 +74:50:30.46" 403.6455080514373 0.21553011635720054
m190516_0068.fits 34.96115031 0.21997983 -173.31777939 "17:16:23.02 +74:56:48.53" "17:16:22.04 +74:50:04.12" 404.42579734857793 0.3222997400627321
m190516_0069.fits 34.94943113 -19.77994498 -192.97826275 "17:16:23.02 +74:56:48.53" "17:16:57.20 +74:50:27.24" 404.02253845636886 0.5333500038121315
m190516_0070.fits 34.9253592 -39.7800957 -212.66367707 "17:16:23.02 +74:56:48.53" "17:17:28.32 +74:51:35.72" 403.64331830109643 0.7128218093895953
m190516_0071.fits 34.88972199 -59.77987937 -232.34877667 "17:16:23.02 +74:56:48.53" "17:17:51.78 +74:53:21.39" 403.62338202663983 0.8342661569463417
m190516_0072.fits 34.84476062 -79.78010997 -252.00330624 "17:16:23.02 +74:56:48.53" "17:18:04.55 +74:55:32.38" 403.0874495413048 0.8730929879089899
m190516_0073.fits 34.79532243 -99.77999883 -271.66092285 "17:16:23.02 +74:56:48.53" "17:18:05.27 +74:57:52.81" 403.26857474819155 0.8128536034077456
m190516_0074.fits 34.74545786 -119.78008487 -291.3050898 "17:16:23.02 +74:56:48.53" "17:17:53.50 +75:00:05.39" 403.1983850079596 0.7361149594109975
m190516_0075.fits 34.69845323 -139.78012242 -310.90731987 "17:16:23.02 +74:56:48.53" "17:17:30.71 +75:01:53.46" 402.67061383788774 0.6911363331818734
m190516_0076.fits 34.65944304 -159.78011228 -330.51718029 "17:16:23.02 +74:56:48.53" "17:16:59.67 +75:03:05.16" 402.624324628267 0.5535190114423472
m190516_0077.fits 34.63218919 -179.78013938 -350.14836964 "17:16:23.02 +74:56:48.53" "17:16:24.13 +75:03:31.45" 402.9445634931472 0.3939915560895315
m190516_0079.fits 25.00125523 -179.77992235 -296.48086056 "13:56:05.75 +79:11:57.56" "13:56:07.31 +79:18:40.83" 403.2932157630517 0.4021966894742377
m190516_0080.fits 24.98979633 -159.77985583 -276.18939003 "13:56:05.75 +79:11:57.56" "13:56:56.93 +79:18:14.62" 403.32482851179753 0.6766518540729294
m190516_0081.fits 24.98147547 -139.77990211 -255.90201935 "13:56:05.75 +79:11:57.56" "13:57:40.03 +79:17:02.67" 403.4615462488177 0.8389015934544091
m190516_0082.fits 24.96730608 -119.78003941 -235.59561142 "13:56:05.75 +79:11:57.56" "13:58:11.62 +79:15:13.41" 403.621102243061 1.010268500319512
m190516_0083.fits 24.9491854 -99.77986509 -215.31177124 "13:56:05.75 +79:11:57.56" "13:58:27.78 +79:13:01.50" 403.98647375194344 0.963586345579472
m190516_0084.fits 24.92066891 -79.77998024 -195.02969059 "13:56:05.75 +79:11:57.56" "13:58:26.72 +79:10:40.96" 403.95755548888644 0.9985407101542592
m190516_0085.fits 24.87422434 -59.7800215 -174.71990952 "13:56:05.75 +79:11:57.56" "13:58:08.87 +79:08:30.29" 404.1704834884558 0.8835773226252854
m190516_0087.fits 24.74844762 -19.78005718 -134.1503838 "13:56:05.75 +79:11:57.56" "13:56:53.11 +79:05:36.56" 403.8036136012704 0.5300991621461435
m190516_0088.fits 24.66908225 0.22011136 -113.86900124 "13:56:05.75 +79:11:57.56" "13:56:04.41 +79:05:14.44" 403.13813136393094 0.3153092607876147
m190516_0089.fits 24.57827105 20.21992851 -93.55962357 "13:56:05.75 +79:11:57.56" "13:55:15.84 +79:05:39.95" 403.0636295724383 0.14925656776767937
m190516_0090.fits 24.49322529 40.220115 -73.29036316 "13:56:05.75 +79:11:57.56" "13:54:33.25 +79:06:50.51" 403.0134529983245 -0.03940139571682266
m190516_0091.fits 24.41457213 60.21999845 -53.04199967 "13:56:05.75 +79:11:57.56" "13:54:01.46 +79:08:38.07" 403.0709216665381 -0.13800224551945917
m190516_0092.fits 24.34291521 80.22005456 -32.78584847 "13:56:05.75 +79:11:57.56" "13:53:44.64 +79:10:49.79" 402.73794467373625 -0.1954785198432205
m190516_0093.fits 24.28109265 100.2200004 -12.52949414 "13:56:05.75 +79:11:57.56" "13:53:44.62 +79:13:09.73" 402.86782575923604 -0.18822561647490943
m190516_0094.fits 24.22644959 120.2200132 7.76639095 "13:56:05.75 +79:11:57.56" "13:54:01.77 +79:15:20.98" 402.74015609276773 -0.13648621393164717
m190516_0095.fits 24.19529504 140.22011576 28.00395408 "13:56:05.75 +79:11:57.56" "13:54:34.12 +79:17:08.17" 402.8639917502092 0.03713442487656948
m190516_0096.fits 24.17617317 160.22002892 48.24870124 "13:56:05.75 +79:11:57.56" "13:55:17.81 +79:18:17.92" 403.3128314910129 0.2580114119798509
m190516_0097.fits 24.16247455 180.22000142 68.51259151 "13:56:05.75 +79:11:57.56" "13:56:07.33 +79:18:40.46" 402.9276415568117 0.41179654584905734
m190516_0098.fits 24.1446478 180.21997527 68.61406341 "13:56:05.75 +79:11:57.56" "13:56:07.50 +79:18:40.26" 402.7362031902507 0.4772709986379198
m190516_0099.fits 24.02673023 160.21988287 49.11522499 "13:56:05.75 +79:11:57.56" "13:55:17.71 +79:18:17.28" 402.7947769980712 0.19354034351022165
m190516_0100.fits 23.94574674 140.21985494 29.44960323 "13:56:05.75 +79:11:57.56" "13:54:34.11 +79:17:08.05" 402.7823002814186 0.024850220325816963
m190516_0101.fits 23.8789947 120.21990554 9.76955619 "13:56:05.75 +79:11:57.56" "13:54:01.73 +79:15:21.54" 403.12791872453334 -0.0760184006325062
m190516_0102.fits 23.82255026 100.21994846 -9.89918694 "13:56:05.75 +79:11:57.56" "13:53:44.78 +79:13:09.93" 402.4568839856942 -0.1493270349498914
m190516_0103.fits 23.78007466 80.21991175 -29.57483086 "13:56:05.75 +79:11:57.56" "13:53:44.65 +79:10:49.94" 402.6871050311994 -0.1751515700674986
m190516_0104.fits 23.86071478 -39.77995427 -148.93750653 "13:56:05.75 +79:11:57.56" "13:57:36.47 +79:06:44.41" 404.47622981304823 0.6983152345864028
m190516_0106.fits 44.87195517 -179.77986609 -337.09506115 "17:21:41.60 +63:21:09.83" "17:21:42.18 +63:27:52.86" 403.0442034172286 0.33533101807211096
m190516_0107.fits 44.85468827 -179.77991026 -336.96715626 "17:21:41.60 +63:21:09.83" "17:21:42.18 +63:27:52.91" 403.1001330203597 0.3339300731960293
m190516_0108.fits 44.82105043 -149.78012751 -306.49194607 "17:21:41.60 +63:21:09.83" "17:22:12.17 +63:26:56.59" 402.98861926511063 0.46729541636807426
m190516_0109.fits 44.80837387 -119.77990896 -276.03102383 "17:21:41.60 +63:21:09.83" "17:22:33.92 +63:24:26.53" 402.8813614370793 0.6534643652591967
m190516_0110.fits 44.79892523 -89.78011554 -245.55337891 "17:21:41.60 +63:21:09.83" "17:22:41.57 +63:21:04.34" 403.50097284522786 0.6720933538801432
m190516_0111.fits 44.77487695 -59.78005963 -215.04685482 "17:21:41.60 +63:21:09.83" "17:22:33.14 +63:17:43.65" 403.6738721696816 0.5902480911875045
m190516_0112.fits 44.72606774 -29.77996084 -184.54322037 "17:21:41.60 +63:21:09.83" "17:22:10.96 +63:15:18.16" 403.49163491106947 0.4756004876549582
m190516_0113.fits 44.647876 0.22005664 -154.05227742 "17:21:41.60 +63:21:09.83" "17:21:41.01 +63:14:26.22" 403.63651020490005 0.34986890899998
m190516_0114.fits 44.53602737 30.22008394 -123.54145321 "17:21:41.60 +63:21:09.83" "17:21:11.27 +63:15:21.97" 403.47515106423646 0.16189916780143676
m190516_0115.fits 44.40999629 60.22003866 -93.08174118 "17:21:41.60 +63:21:09.83" "17:20:49.55 +63:17:51.28" 402.8479691463586 0.15309152226916467
m190516_0116.fits 44.28687274 90.22002077 -62.68238816 "17:21:41.60 +63:21:09.83" "17:20:41.71 +63:21:13.07" 402.9353169049353 0.12939830778435635
m190516_0117.fits 44.1392295 120.21997103 -32.07454953 "17:21:41.60 +63:21:09.83" "17:20:49.95 +63:24:34.39" 402.95663037206623 0.1902529362837413
m190516_0118.fits 44.0495755 150.22001093 -1.6866549 "17:21:41.60 +63:21:09.83" "17:21:12.12 +63:27:00.61" 402.78890754886004 0.28490108932953717
m190516_0119.fits 43.98904901 180.22003642 28.70358005 "17:21:41.60 +63:21:09.83" "17:21:42.16 +63:27:53.06" 403.2437598600613 0.317249871691331
m190516_0120.fits 43.8738707 150.22002761 -0.6646603 "17:21:41.60 +63:21:09.83" "17:21:12.12 +63:27:00.64" 402.8407206468228 0.28017974877317897
m190516_0121.fits 43.79762073 120.21998438 -30.09972557 "17:21:41.60 +63:21:09.83" "17:20:49.96 +63:24:34.41" 402.90598815084473 0.19829337255981727
m190516_0122.fits 43.76006927 90.22010391 -59.63200268 "17:21:41.60 +63:21:09.83" "17:20:41.71 +63:21:13.03" 402.92258663716353 0.1232836333171008
m190516_0123.fits 43.74222457 60.21994859 -89.21573243 "17:21:41.60 +63:21:09.83" "17:20:49.50 +63:17:51.06" 403.2181041745339 0.14707971306953027
m190516_0124.fits 43.60263635 90.21984362 -58.77986416 "17:21:41.60 +63:21:09.83" "17:20:41.73 +63:21:13.02" 402.81300791263953 0.12246427427021445
m190516_0125.fits 43.47853156 120.21996059 -28.36926445 "17:21:41.60 +63:21:09.83" "17:20:49.96 +63:24:34.38" 402.8838136559043 0.19575076575679873
m190516_0126.fits 43.37822813 150.21992736 2.04282299 "17:21:41.60 +63:21:09.83" "17:21:12.13 +63:27:00.68" 402.8228182705232 0.29600836396838304
m190516_0127.fits 43.31464478 180.22009725 32.41701046 "17:21:41.60 +63:21:09.83" "17:21:42.23 +63:27:53.77" 403.955588721813 0.3798296366205989
m190516_0128.fits 43.21075715 150.22000383 2.90090957 "17:21:41.60 +63:21:09.83" "17:21:12.18 +63:27:00.43" 402.44688248996437 0.31818749694045323
m190516_0129.fits 43.1465963 180.22005853 33.27143493 "17:21:41.60 +63:21:09.83" "17:21:42.26 +63:27:53.57" 403.7633798495182 0.40832313579818447
