# %ECSV 0.9
# ---
# datatype:
# - name: Filename
#   datatype: string
# - name: EL
#   datatype: float64
# - name: PA
#   datatype: float64
# - name: RotAng
#   datatype: float64
# - name: GuiderCoord
#   datatype: string
# - name: ImageCoord
#   datatype: string
# - name: OffsetDistance
#   datatype: float64
# - name: OffsetAngle
#   datatype: float64
# schema: astropy-2.0
Filename EL PA RotAng GuiderCoord ImageCoord OffsetDistance OffsetAngle
m191019_0176.fits 34.54748103 -76.77997854 -310.11676201 "05:16:56.00 +67:45:59.36" "05:17:56.11 +67:43:50.90" 364.800129931 7.51512296212
m191019_0177.fits 34.65108575 -121.77990089 -354.54084095 "05:16:56.00 +67:45:59.36" "05:17:54.57 +67:48:30.39" 364.814830408 7.43765485476
m191019_0178.fits 34.78767596 -166.77973026 -399.03484902 "05:16:56.00 +67:45:59.36" "05:17:18.59 +67:51:41.13" 364.923328196 7.3460863006
m191019_0179.fits 35.03336481 -121.77973533 -353.14933953 "05:16:56.00 +67:45:59.36" "05:17:54.56 +67:48:29.99" 364.618745882 7.49171472737
m191019_0180.fits 35.19473836 -76.78013333 -307.77366146 "05:16:56.00 +67:45:59.36" "05:17:56.13 +67:43:50.92" 364.880367784 7.50660003894
m191019_0181.fits 35.38696603 -31.77983943 -262.35049328 "05:16:56.00 +67:45:59.36" "05:17:22.55 +67:40:27.05" 364.99794097 7.39916539735
m191019_0182.fits 35.56499204 13.22006944 -216.87380966 "05:16:56.00 +67:45:59.36" "05:16:33.50 +67:40:16.30" 366.165048235 7.19874989269
m191019_0183.fits 35.6978824 58.22013911 -171.34308419 "05:16:56.00 +67:45:59.36" "05:15:57.51 +67:43:26.90" 365.594240119 7.01983422176
m191019_0184.fits 35.84408918 103.22009606 -125.54107079 "05:16:56.00 +67:45:59.36" "05:15:55.62 +67:48:06.27" 365.214501105 6.99721993834
m191019_0185.fits 35.88319173 148.21995583 -80.07889828 "05:16:56.00 +67:45:59.36" "05:16:29.19 +67:51:30.85" 364.61774749 7.11491858059
m191019_0186.fits 35.94472108 193.22010087 -34.64126763 "05:16:56.00 +67:45:59.36" "05:17:18.64 +67:51:41.24" 365.125191601 7.37902911729
m191019_0187.fits 36.05652167 238.21995861 10.76352134 "05:16:56.00 +67:45:59.36" "05:17:54.61 +67:48:29.79" 364.775773725 7.5381134404
m191019_0188.fits 36.24098452 283.22000645 56.25397792 "05:16:56.00 +67:45:59.36" "05:17:56.13 +67:43:50.95" 364.895114517 7.5009595387
m191019_0189.fits 40.48838384 270.22001425 45.98297992 "05:09:58.97 +63:33:39.22" "05:10:53.12 +63:32:50.84" 364.977582767 7.49843065264
m191019_0191.fits 40.74320754 180.22027184 -42.82776722 "05:09:58.97 +63:33:39.22" "05:10:06.09 +63:39:40.97" 364.851482558 7.26739706829
m191019_0192.fits 40.93293754 135.2198025 -87.30406842 "05:09:58.97 +63:33:39.22" "05:09:25.63 +63:38:28.07" 364.509923353 7.1312841442
m191019_0193.fits 41.14322865 90.22006928 -131.7834824 "05:09:58.97 +63:33:39.22" "05:09:04.75 +63:34:25.81" 365.002895619 7.01261003705
m191019_0194.fits 41.31458631 45.22006308 -176.32456002 "05:09:58.97 +63:33:39.22" "05:09:15.72 +63:29:56.25" 365.150143318 7.06535759575
m191019_0195.fits 41.4203224 0.21999765 -220.90868172 "05:09:58.97 +63:33:39.22" "05:09:51.90 +63:27:36.94" 365.359164112 7.20526629199
m191019_0196.fits 40.33492981 270.22010295 45.00058761 "06:51:49.34 +63:28:51.70" "06:52:43.29 +63:28:03.14" 364.679524058 7.53319095369
m191019_0197.fits 40.44650662 225.22018844 0.61016002 "06:51:49.34 +63:28:51.70" "06:52:32.61 +63:32:33.41" 364.625155157 7.41179271812
m191019_0198.fits 40.59714298 180.22014553 -43.8276833 "06:51:49.34 +63:28:51.70" "06:51:56.45 +63:34:53.43" 364.835984473 7.27783272979
m191019_0199.fits 40.79438285 135.22000147 -88.29090676 "06:51:49.34 +63:28:51.70" "06:51:16.06 +63:33:41.26" 365.217472868 7.16771858658
m191019_0200.fits 41.01205176 90.22017082 -132.75189289 "06:51:49.34 +63:28:51.70" "06:50:55.20 +63:29:38.77" 365.518108005 7.07714776856
m191019_0201.fits 41.17499977 45.22003593 -177.33945641 "06:51:49.34 +63:28:51.70" "06:51:06.16 +63:25:08.77" 365.383331125 7.10099940392
m191019_0202.fits 41.28295478 0.22018112 -221.9233807 "06:51:49.34 +63:28:51.70" "06:51:42.22 +63:22:49.65" 365.188437147 7.28078634415
m191019_0203.fits 41.3483963 -44.7800222 -266.44837937 "06:51:49.34 +63:28:51.70" "06:52:22.40 +63:24:01.91" 364.89500829 7.41965717455
m191019_0204.fits 41.40377902 -89.78002965 -310.91007218 "06:51:49.34 +63:28:51.70" "06:52:43.41 +63:28:02.55" 365.54668183 7.60828142348
m191019_0205.fits 41.4921395 -134.77970112 -355.30828747 "06:51:49.34 +63:28:51.70" "06:52:32.62 +63:32:33.46" 364.716952445 7.41315675486
m191019_0206.fits 41.58768948 -134.78002158 -354.91421303 "06:51:49.34 +63:28:51.70" "06:52:32.60 +63:32:33.45" 364.613323684 7.40423817851
m191019_0207.fits 41.74069793 -179.78000474 -399.25252136 "06:51:49.34 +63:28:51.70" "06:51:56.45 +63:34:53.47" 364.879915199 7.2844105891
m191019_0208.fits 41.95504146 -134.77995472 -353.35744175 "06:51:49.34 +63:28:51.70" "06:52:32.61 +63:32:33.40" 364.64646146 7.4168041977
m191019_0209.fits 42.1243625 -89.77987092 -307.88442597 "06:51:49.34 +63:28:51.70" "06:52:43.31 +63:28:03.23" 364.799809673 7.51713219622
m191019_0210.fits 42.33196517 -44.77977887 -262.31253895 "06:51:49.34 +63:28:51.70" "06:52:22.40 +63:24:01.83" 364.945185728 7.43027305801
m191019_0211.fits 42.51136231 0.22012284 -216.73644051 "06:51:49.34 +63:28:51.70" "06:51:42.23 +63:22:49.71" 365.116893327 7.27179527916
m191019_0212.fits 42.63768302 45.22000813 -171.12114891 "06:51:49.34 +63:28:51.70" "06:51:06.15 +63:25:08.58" 365.559995769 7.08371647928
m191019_0213.fits 42.71110817 90.2201374 -125.48886856 "06:51:49.34 +63:28:51.70" "06:50:55.23 +63:29:38.83" 365.379038056 7.08944351765
m191019_0214.fits 42.7381481 135.22019968 -79.98473343 "06:51:49.34 +63:28:51.70" "06:51:16.05 +63:33:41.32" 365.294980724 7.16889873948
m191019_0215.fits 42.80223506 180.22010506 -34.43694195 "06:51:49.34 +63:28:51.70" "06:51:56.44 +63:34:53.33" 364.735610792 7.2760010141
m191019_0216.fits 42.90364883 225.22008767 11.01271072 "06:51:49.34 +63:28:51.70" "06:52:32.60 +63:32:33.39" 364.556560299 7.40801914691
m191019_0217.fits 43.06542343 270.2200591 56.50278106 "06:51:49.34 +63:28:51.70" "06:52:43.31 +63:28:03.21" 364.819638663 7.51997516866
