# %ECSV 0.9
# ---
# datatype:
# - name: Filename
#   datatype: string
# - name: EL
#   datatype: float64
# - name: PA
#   datatype: float64
# - name: RotAng
#   datatype: float64
# - name: GuiderCoord
#   datatype: string
# - name: ImageCoord
#   datatype: string
# - name: OffsetDistance
#   datatype: float64
# - name: OffsetAngle
#   datatype: float64
# schema: astropy-2.0
Filename EL PA RotAng GuiderCoord ImageCoord OffsetDistance OffsetAngle
m190516_0106.fits 44.87195517 -179.77986609 -337.09506115 "17:21:41.60 +63:21:09.83" "17:21:42.28 +63:27:52.65" 402.8437334509932 0.4300054876567856
m190516_0107.fits 44.85468827 -179.77991026 -336.96715626 "17:21:41.60 +63:21:09.83" "17:21:42.29 +63:27:52.71" 402.90749457365035 0.43865286589857533
m190516_0108.fits 44.82105043 -149.78012751 -306.49194607 "17:21:41.60 +63:21:09.83" "17:22:12.25 +63:26:56.79" 403.4223954796455 0.5152624054392732
m190516_0109.fits 44.80837387 -119.77990896 -276.03102383 "17:21:41.60 +63:21:09.83" "17:22:33.96 +63:24:26.83" 403.2649033442977 0.6357158023272405
m190516_0110.fits 44.79892523 -89.78011554 -245.55337891 "17:21:41.60 +63:21:09.83" "17:22:41.57 +63:21:04.47" 403.4753702506444 0.6530054663824671
m190516_0111.fits 44.77487695 -59.78005963 -215.04685482 "17:21:41.60 +63:21:09.83" "17:22:33.12 +63:17:43.33" 403.7194100089814 0.6392857992598806
m190516_0112.fits 44.72606774 -29.77996084 -184.54322037 "17:21:41.60 +63:21:09.83" "17:22:10.97 +63:15:17.99" 403.6802662975898 0.4767890465677169
m190516_0113.fits 44.647876 0.22005664 -154.05227742 "17:21:41.60 +63:21:09.83" "17:21:41.04 +63:14:26.24" 403.6122620771136 0.3212149062498213
m190516_0114.fits 44.53602737 30.22008394 -123.54145321 "17:21:41.60 +63:21:09.83" "17:21:11.21 +63:15:22.42" 403.2856158145283 0.24230667932562255
m190516_0115.fits 44.40999629 60.22003866 -93.08174118 "17:21:41.60 +63:21:09.83" "17:20:49.61 +63:17:51.31" 402.49915842000036 0.13049132713811673
m190516_0116.fits 44.28687274 90.22002077 -62.68238816 "17:21:41.60 +63:21:09.83" "17:20:41.69 +63:21:13.82" 403.08425765450465 0.23585842591981532
m190516_0117.fits 44.1392295 120.21997103 -32.07454953 "17:21:41.60 +63:21:09.83" "17:20:49.96 +63:24:34.37" 402.87918112474415 0.19423728517813288
m190516_0118.fits 44.0495755 150.22001093 -1.6866549 "17:21:41.60 +63:21:09.83" "17:21:12.15 +63:27:00.49" 402.6041652164749 0.29681357278388987
m190516_0119.fits 43.98904901 180.22003642 28.70358005 "17:21:41.60 +63:21:09.83" "17:21:42.23 +63:27:53.00" 403.19367868919574 0.37555546161041775
m190516_0120.fits 43.8738707 150.22002761 -0.6646603 "17:21:41.60 +63:21:09.83" "17:21:12.14 +63:27:00.51" 402.65130026929285 0.29148890536788485
m190516_0121.fits 43.79762073 120.21998438 -30.09972557 "17:21:41.60 +63:21:09.83" "17:20:49.97 +63:24:34.36" 402.7967637412754 0.19945973379077486
m190516_0122.fits 43.76006927 90.22010391 -59.63200268 "17:21:41.60 +63:21:09.83" "17:20:41.69 +63:21:13.79" 403.059355473204 0.23167123455641558
m190516_0123.fits 43.74222457 60.21994859 -89.21573243 "17:21:41.60 +63:21:09.83" "17:20:49.56 +63:17:51.09" 402.8813946718735 0.12589214580214048
m190516_0124.fits 43.60263635 90.21984362 -58.77986416 "17:21:41.60 +63:21:09.83" "17:20:41.71 +63:21:13.80" 402.92753493162206 0.2326210108642499
m190516_0125.fits 43.47853156 120.21996059 -28.36926445 "17:21:41.60 +63:21:09.83" "17:20:49.97 +63:24:34.34" 402.7803901727835 0.19757350123552442
m190516_0126.fits 43.37822813 150.21992736 2.04282299 "17:21:41.60 +63:21:09.83" "17:21:12.16 +63:27:00.53" 402.6202216264535 0.3057108455498394
m190516_0127.fits 43.31464478 180.22009725 32.41701046 "17:21:41.60 +63:21:09.83" "17:21:42.25 +63:27:52.92" 403.10743783476147 0.4003897630323934
m190516_0128.fits 43.21075715 150.22000383 2.90090957 "17:21:41.60 +63:21:09.83" "17:21:12.16 +63:27:00.66" 402.7081196157939 0.320595747217709
m190516_0129.fits 43.1465963 180.22005853 33.27143493 "17:21:41.60 +63:21:09.83" "17:21:42.26 +63:27:52.84" 403.03346629503875 0.40648232995803824
